uid,x,y
61525,157,66
61526,170,123
61527,196,94
61528,180,194
61529,113,143
61530,164,63
61531,181,44
61532,122,91
61533,158,111
61534,132,2
61535,99,19
61536,107,126
61537,3,44
61538,111,89
61539,99,119
61540,152,108
61541,83,132
61542,89,135
61543,135,76
61544,140,87
61545,98,83
61546,151,79
61547,135,74
61548,144,75
61549,113,89
61550,158,108
61551,100,105
61552,157,66
61553,76,80
61554,14,6
61555,162,86
61556,163,53
61557,126,70
61558,122,98
61559,137,95
61560,163,129
61561,75,162
61562,92,135
61563,173,85
61564,96,114
61565,188,119
61566,78,134
61567,54,176
61568,90,119
61569,177,115
61570,140,101
61571,140,75
61572,123,92
61573,108,47
61574,177,40
61575,152,86
61576,107,97
61577,137,139
61578,157,86
61579,76,82
61580,127,83
61581,103,81
61582,123,89
61583,127,139
61584,151,115
61585,72,120
61586,106,103
61587,113,3
61588,134,65
61589,141,173
61590,84,84
61591,78,98
61592,113,102
61593,1,43
61594,73,115
61595,123,87
61596,67,165
61597,167,60
61598,48,4
61599,159,98
61600,19,5
61601,114,88
61602,55,176
61603,92,129
61604,105,92
61605,130,104
61606,87,119
61607,119,101
61608,94,111
61609,66,145
61610,173,188
61611,157,105
61612,137,93
61613,119,130
61614,174,151
61615,97,16
61616,141,120
61617,142,98
61618,88,30
61619,12,4
61620,127,163
61621,134,88
61622,66,138
61623,173,28
61624,119,80
61625,122,81
61626,73,187
61627,111,100
61628,144,56
61629,95,107
61630,164,39
61631,186,80
61632,157,84
61633,110,80
61634,96,84
61635,53,84
61636,127,67
61637,184,148
61638,93,22
61639,64,142
61640,157,85
61641,156,92
61642,84,83
61643,135,75
61644,176,42
61645,162,82
61646,105,101
61647,118,133
61648,141,74
61649,163,178
61650,146,115
61651,127,59
61652,144,82
61653,162,52
61654,96,107
61655,136,142
61656,88,102
61657,77,23
61658,105,120
61659,84,88
61660,162,51
61661,160,52
61662,139,42
61663,139,85
61664,115,27
61665,163,23
61666,49,177
61667,121,7
61668,113,30
61669,101,127
61670,98,126
61671,66,114
61672,176,7
61673,165,18
61674,149,85
61675,73,114
61676,181,25
61677,64,149
61678,89,110
61679,91,97
61680,130,90
61681,184,45
61682,131,63
61683,93,101
61684,172,84
61685,125,92
61686,157,105
61687,129,13
61688,182,74
61689,179,80
61690,121,90
61691,116,129
61692,147,104
61693,167,57
61694,116,109
61695,82,90
61696,124,114
61697,174,30
61698,128,98
61699,132,9
61700,159,60
61701,188,50
61702,127,66
61703,94,118
61704,136,90
61705,188,19
61706,119,91
61707,54,1
61708,107,75
61709,76,134
61710,178,61
61711,71,9
61712,133,79
61713,82,85
61714,151,68
61715,199,34
61716,97,99
61717,77,66
61718,60,11
61719,160,82
61720,179,114
61721,85,113
61722,104,1
61723,133,86
61724,135,104
61725,192,80
61726,149,57
61727,82,105
61728,131,64
61729,171,70
61730,112,102
61731,149,78
61732,124,100
61733,196,14
61734,110,53
61735,182,36
61736,144,113
61737,63,164
61738,173,83
61739,113,12
61740,160,80
61741,62,170
61742,86,122
61743,171,28
61744,89,109
61745,43,168
61746,113,86
61747,179,80
61748,110,122
61749,107,107
61750,154,37
61751,180,80
61752,151,150
61753,70,14
61754,95,12
61755,174,120
61756,159,55
61757,40,198
61758,98,24
61759,141,118
61760,21,134
61761,188,116
61762,166,38
61763,115,127
61764,120,99
61765,144,110
61766,13,4
61767,121,69
61768,124,139
61769,100,116
61770,173,56
61771,43,199
61772,88,140
61773,138,66
61774,99,110
61775,44,175
61776,157,78
61777,179,61
61778,72,3
61779,83,113
61780,95,131
61781,85,26
61782,195,26
61783,168,90
61784,190,96
61785,147,94
61786,138,88
61787,180,78
61788,6,40
61789,102,119
61790,161,91
61791,152,44
61792,58,115
61793,124,45
61794,140,72
61795,99,128
61796,116,83
61797,102,121
61798,148,98
61799,164,107
61800,176,88
61801,128,91
61802,131,76
61803,144,113
61804,96,114
61805,88,99
61806,10,17
61807,132,129
61808,114,126
61809,90,83
61810,169,119
61811,183,148
61812,124,128
61813,171,59
61814,146,89
61815,180,60
61816,175,125
61817,125,96
61818,77,83
61819,35,5
61820,7,28
61821,97,100
61822,102,103
61823,123,121
61824,129,73
61825,121,98
61826,150,76
61827,159,104
61828,126,79
61829,143,83
61830,140,83
61831,172,76
61832,140,87
61833,49,178
61834,153,106
61835,112,65
61836,158,61
61837,134,64
61838,134,47
61839,130,105
61840,97,83
61841,57,136
61842,159,77
61843,138,101
61844,185,111
61845,108,33
61846,171,30
61847,52,1
61848,136,82
61849,163,51
61850,160,139
61851,131,80
61852,166,24
61853,126,83
61854,118,131
61855,93,104
61856,143,88
61857,96,82
61858,180,55
61859,96,145
61860,133,62
61861,98,118
61862,55,173
61863,138,79
61864,164,74
61865,46,2
61866,155,55
61867,166,73
61868,138,46
61869,96,84
61870,166,69
61871,133,83
61872,101,11
61873,189,29
61874,132,69
61875,52,184
61876,159,91
61877,94,114
61878,85,89
61879,160,88
61880,106,126
61881,85,97
61882,76,2
61883,141,86
61884,183,22
61885,161,104
61886,110,102
61887,124,123
61888,125,57
61889,185,111
61890,176,11
61891,102,104
61892,149,88
61893,90,119
61894,69,172
61895,79,98
61896,169,74
61897,82,153
61898,136,103
61899,118,92
61900,82,98
61901,78,90
61902,171,58
61903,80,14
61904,1,34
61905,127,80
61906,133,139
61907,85,130
61908,192,72
61909,98,131
61910,53,177
61911,63,6
61912,94,126
61913,139,91
61914,120,76
61915,96,25
61916,57,177
61917,117,93
61918,165,42
61919,193,64
61920,118,129
61921,165,111
61922,128,132
61923,123,85
61924,151,84
61925,141,110
61926,155,65
61927,121,8
61928,79,101
61929,177,46
61930,95,28
61931,168,127
61932,41,183
61933,140,73
61934,93,138
61935,113,95
61936,120,56
61937,104,87
61938,192,75
61939,195,186
61940,62,73
61941,166,40
61942,130,63
61943,182,51
61944,74,82
61945,122,64
61946,121,93
61947,144,83
61948,177,45
61949,169,76
61950,96,101
61951,140,56
61952,127,94
61953,171,63
61954,104,33
61955,135,77
61956,145,80
61957,105,74
61958,39,193
61959,100,116
61960,178,100
61961,111,100
61962,171,60
61963,131,85
61964,112,71
61965,35,4
61966,84,22
61967,176,90
61968,133,34
61969,174,119
61970,147,88
61971,151,63
61972,111,119
61973,53,187
61974,149,82
61975,96,6
61976,33,161
61977,184,56
61978,62,171
61979,113,40
61980,163,163
61981,62,9
61982,132,81
61983,17,3
61984,83,85
61985,90,132
61986,100,80
61987,186,39
61988,158,21
61989,199,33
61990,172,27
61991,185,102
61992,95,23
61993,128,137
61994,95,138
61995,109,39
61996,193,114
61997,159,100
61998,113,116
61999,146,87
62000,171,138
62001,116,95
62002,40,4
62003,102,139
62004,159,65
62005,123,99
62006,152,43
62007,140,53
62008,158,87
62009,85,176
62010,38,173
62011,91,17
62012,154,92
62013,196,70
62014,57,136
62015,169,102
62016,136,181
62017,162,89
62018,141,102
62019,186,126
62020,50,3
62021,121,107
62022,176,89
62023,130,95
62024,172,76
62025,176,53
62026,129,81
62027,87,21
62028,135,59
62029,105,2
62030,89,84
62031,102,127
62032,146,103
62033,109,32
62034,156,93
62035,160,57
62036,24,121
62037,149,67
62038,113,135
62039,107,77
62040,169,62
62041,153,45
62042,138,92
62043,131,100
62044,80,149
62045,87,74
62046,113,114
62047,97,109
62048,65,164
62049,87,97
62050,104,31
62051,124,101
62052,130,94
62053,72,132
62054,131,76
62055,152,56
62056,126,69
62057,137,53
62058,135,108
62059,120,141
62060,126,107
62061,96,119
62062,136,73
62063,168,55
62064,158,61
62065,132,88
62066,121,40
62067,110,39
62068,68,19
62069,124,131
62070,166,24
62071,196,184
62072,157,78
62073,177,43
62074,94,131
62075,130,76
62076,129,58
62077,95,118
62078,125,88
62079,166,11
62080,168,90
62081,191,40
62082,104,103
62083,118,109
62084,142,101
62085,171,28
62086,166,57
62087,191,187
62088,124,64
62089,36,2
62090,160,113
62091,94,133
62092,157,51
62093,200,94
62094,79,120
62095,35,151
62096,82,99
62097,133,85
62098,85,128
62099,151,60
62100,160,82
62101,79,26
62102,139,42
62103,98,116
62104,155,72
62105,59,175
62106,119,83
62107,128,55
62108,183,116
62109,163,70
62110,111,26
62111,49,4
62112,69,183
62113,126,94
62114,166,40
62115,120,94
62116,125,107
62117,137,64
62118,78,67
62119,46,6
62120,92,125
62121,183,48
62122,16,9
62123,40,180
62124,49,3
62125,139,57
62126,34,6
62127,166,74
62128,132,75
62129,52,190
62130,50,88
62131,181,149
62132,60,115
62133,145,108
62134,194,46
62135,137,54
62136,121,94
62137,86,20
62138,117,138
62139,196,185
62140,94,72
62141,183,112
62142,107,123
62143,138,85
62144,85,6
62145,66,83
62146,83,86
62147,96,115
62148,133,52
62149,70,82
62150,127,121
62151,179,49
62152,179,55
62153,129,59
62154,107,162
62155,72,1
62156,178,154
62157,95,131
62158,58,131
62159,69,75
62160,117,87
62161,37,194
62162,132,102
62163,128,132
62164,146,73
62165,34,140
62166,60,186
62167,153,62
62168,114,90
62169,85,4
62170,100,24
62171,163,109
62172,37,188
62173,109,134
62174,161,124
62175,171,149
62176,170,132
62177,63,176
62178,126,53
62179,11,8
62180,126,77
62181,98,127
62182,44,170
62183,121,133
62184,161,83
62185,157,64
62186,183,19
62187,71,19
62188,113,30
62189,83,132
62190,64,171
62191,178,34
62192,142,96
62193,113,57
62194,69,19
62195,90,15
62196,143,94
62197,80,72
62198,141,74
62199,198,87
62200,99,102
62201,189,106
62202,173,12
62203,163,73
62204,78,84
62205,138,95
62206,102,15
62207,119,77
62208,82,103
62209,136,57
62210,126,87
62211,180,53
62212,134,48
62213,200,114
62214,114,89
62215,119,92
62216,113,32
62217,91,119
62218,166,126
62219,152,100
62220,2,36
62221,157,67
62222,133,94
62223,78,101
62224,162,57
62225,86,27
62226,123,112
62227,49,171
62228,150,55
62229,127,99
62230,73,12
62231,27,3
62232,113,33
62233,53,177
62234,151,80
62235,136,94
62236,197,64
62237,51,173
62238,168,125
62239,153,97
62240,130,107
62241,181,103
62242,152,100
62243,125,80
62244,116,42
62245,145,111
62246,135,47
62247,132,63
62248,61,10
62249,161,81
62250,2,28
62251,132,55
62252,127,76
62253,119,103
62254,66,176
62255,112,66
62256,84,92
62257,149,100
62258,135,70
62259,183,103
62260,135,105
62261,76,10
62262,183,52
62263,135,100
62264,42,176
62265,18,16
62266,190,65
62267,176,31
62268,96,102
62269,53,7
62270,84,103
62271,99,30
62272,83,113
62273,86,134
62274,45,176
62275,55,174
62276,147,97
62277,168,69
62278,157,75
62279,101,20
62280,166,43
62281,38,189
62282,88,87
62283,149,93
62284,126,72
62285,173,136
62286,171,69
62287,188,68
62288,10,7
62289,180,79
62290,196,86
62291,130,92
62292,147,79
62293,177,92
62294,13,4
62295,164,145
62296,173,119
62297,127,57
62298,160,15
62299,112,94
62300,191,36
62301,133,88
62302,159,69
62303,118,87
62304,95,95
62305,197,32
62306,87,141
62307,81,199
62308,174,42
62309,79,118
62310,127,163
62311,153,99
62312,72,3
62313,150,81
62314,164,63
62315,140,73
62316,93,127
62317,150,72
62318,188,42
62319,148,83
62320,83,130
62321,162,96
62322,150,65
62323,191,54
62324,112,41
62325,85,161
62326,176,15
62327,37,196
62328,85,141
62329,127,73
62330,140,59
62331,198,81
62332,119,91
62333,197,46
62334,150,14
62335,126,93
62336,185,106
62337,127,89
62338,46,1
62339,145,103
62340,166,90
62341,77,8
62342,173,57
62343,93,68
62344,83,25
62345,188,123
62346,113,50
62347,78,100
62348,77,6
62349,121,133
62350,156,48
62351,173,129
62352,137,72
62353,78,71
62354,126,99
62355,82,145
62356,135,64
62357,161,54
62358,198,17
62359,181,75
62360,126,88
62361,100,22
62362,77,101
62363,96,102
62364,146,124
62365,143,90
62366,158,63
62367,110,135
62368,144,71
62369,167,51
62370,177,53
62371,85,131
62372,91,67
62373,186,49
62374,80,198
62375,60,138
62376,163,97
62377,166,70
62378,137,67
62379,134,80
62380,93,136
62381,113,49
62382,135,77
62383,172,147
62384,132,52
62385,170,67
62386,106,102
62387,69,20
62388,135,87
62389,72,64
62390,166,61
62391,113,30
62392,198,88
62393,180,28
62394,73,135
62395,92,125
62396,133,51
62397,134,53
62398,181,160
62399,136,98
62400,162,62
62401,135,47
62402,175,51
62403,24,124
62404,22,112
62405,177,6
62406,118,98
62407,99,102
62408,156,83
62409,114,124
62410,163,58
62411,79,133
62412,13,14
62413,158,58
62414,85,135
62415,90,131
62416,94,114
62417,121,70
62418,163,85
62419,107,94
62420,112,100
62421,166,51
62422,162,89
62423,115,78
62424,62,139
62425,142,63
62426,163,46
62427,133,91
62428,141,92
62429,129,80
62430,134,70
62431,91,112
62432,176,23
62433,152,59
62434,127,135
62435,128,88
62436,102,34
62437,177,57
62438,148,82
62439,132,70
62440,141,105
62441,148,59
62442,191,40
62443,92,27
62444,121,21
62445,174,81
62446,94,114
62447,33,156
62448,57,136
62449,99,118
62450,90,118
62451,85,115
62452,86,24
62453,180,44
62454,147,97
62455,97,82
62456,113,50
62457,179,89
62458,104,34
62459,88,139
62460,115,29
62461,34,181
62462,102,135
62463,166,48
62464,138,88
62465,119,114
62466,134,100
62467,156,24
62468,63,178
62469,99,109
62470,185,103
62471,66,173
62472,162,55
62473,97,108
62474,129,59
62475,189,43
62476,188,42
62477,133,108
62478,115,95
62479,104,96
62480,171,65
62481,144,95
62482,140,100
62483,71,106
62484,198,197
62485,110,89
62486,160,98
62487,152,59
62488,94,109
62489,86,132
62490,86,17
62491,130,45
62492,91,14
62493,156,75
62494,120,107
62495,55,182
62496,186,169
62497,160,73
62498,142,109
62499,135,107
62500,186,128
62501,13,4
62502,63,156
62503,110,83
62504,21,11
62505,176,138
62506,173,57
62507,111,98
62508,85,94
62509,66,84
62510,199,79
62511,180,78
62512,194,13
62513,74,84
62514,96,135
62515,194,42
62516,50,171
62517,114,128
62518,81,86
62519,180,77
62520,162,51
62521,162,56
62522,93,109
62523,52,181
62524,139,53
62525,127,82
62526,76,114
62527,178,48
62528,119,88
62529,120,56
62530,51,179
62531,123,63
62532,163,87
62533,165,124
62534,183,57
62535,181,73
62536,127,76
62537,136,86
62538,146,29
62539,104,2
62540,103,78
62541,168,124
62542,160,82
62543,36,151
62544,52,184
62545,97,132
62546,67,143
62547,129,83
62548,135,80
62549,132,87
62550,66,176
62551,157,76
62552,143,55
62553,141,99
62554,112,62
62555,92,21
62556,130,88
62557,102,5
62558,118,95
62559,176,138
62560,170,94
62561,176,91
62562,185,74
62563,67,19
62564,137,82
62565,157,96
62566,85,95
62567,160,63
62568,180,39
62569,132,89
62570,51,184
62571,174,142
62572,99,113
62573,97,75
62574,160,74
62575,96,110
62576,65,173
62577,190,43
62578,98,83
62579,143,57
62580,118,67
62581,165,62
62582,43,87
62583,79,73
62584,47,2
62585,38,3
62586,141,24
62587,166,88
62588,107,127
62589,127,84
62590,108,94
62591,132,102
62592,179,59
62593,141,105
62594,135,103
62595,125,46
62596,76,11
62597,35,6
62598,123,85
62599,97,127
62600,135,60
62601,115,32
62602,138,77
62603,139,88
62604,121,111
62605,102,35
62606,97,26
62607,103,119
62608,141,60
62609,177,62
62610,123,64
62611,99,25
62612,143,96
62613,120,91
62614,134,94
62615,122,76
62616,158,76
62617,63,105
62618,131,46
62619,154,79
62620,91,17
62621,95,134
62622,182,103
62623,127,86
62624,93,127
62625,76,82
62626,166,82
62627,178,188
62628,149,156
62629,145,30
62630,71,9
62631,112,93
62632,185,48
62633,97,74
62634,146,79
62635,61,194
62636,85,129
62637,50,199
62638,156,80
62639,121,20
62640,161,79
62641,159,55
62642,61,9
62643,196,7
62644,47,179
62645,156,59
62646,77,76
62647,169,61
62648,114,95
62649,124,110
62650,34,4
62651,4,44
62652,141,140
62653,102,93
62654,106,89
62655,84,157
62656,175,5
62657,162,49
62658,98,26
62659,169,81
62660,161,27
62661,82,86
62662,182,71
62663,190,107
62664,63,107
62665,187,104
62666,89,73
62667,62,138
62668,161,28
62669,97,17
62670,57,72
62671,91,18
62672,72,18
62673,130,115
62674,127,98
62675,162,79
62676,190,33
62677,182,108
62678,90,23
62679,155,61
62680,157,53
62681,30,9
62682,123,82
62683,120,103
62684,121,41
62685,124,100
62686,150,104
62687,149,106
62688,134,95
62689,82,134
62690,133,98
62691,80,151
62692,99,134
62693,125,55
62694,54,182
62695,67,19
62696,82,102
62697,135,101
62698,186,145
62699,71,81
62700,118,92
62701,71,171
62702,171,65
62703,171,57
62704,132,113
62705,149,97
62706,98,82
62707,151,92
62708,133,87
62709,64,101
62710,166,23
62711,115,90
62712,185,67
62713,102,25
62714,95,20
62715,139,101
62716,157,62
62717,190,52
62718,131,103
62719,136,49
62720,69,116
62721,114,88
62722,113,138
62723,131,64
62724,116,25
62725,183,115
62726,152,80
62727,157,113
62728,16,5
62729,136,84
62730,62,105
62731,154,108
62732,167,51
62733,162,55
62734,196,74
62735,155,32
62736,71,184
62737,183,22
62738,176,36
62739,89,102
62740,180,120
62741,142,111
62742,185,104
62743,95,19
62744,150,23
62745,180,42
62746,170,128
62747,172,36
62748,144,123
62749,193,66
62750,196,189
62751,174,141
62752,183,54
62753,113,94
62754,140,82
62755,196,199
62756,171,152
62757,145,98
62758,157,61
62759,140,63
62760,76,133
62761,113,135
62762,194,42
62763,79,73
62764,173,43
62765,152,90
62766,106,37
62767,169,75
62768,99,109
62769,129,79
62770,101,21
62771,84,160
62772,138,65
62773,141,69
62774,111,125
62775,155,75
62776,128,14
62777,156,92
62778,82,135
62779,43,1
62780,121,92
62781,189,50
62782,96,132
62783,136,64
62784,103,87
62785,137,100
62786,116,103
62787,181,81
62788,39,186
62789,135,72
62790,54,173
62791,151,99
62792,163,93
62793,96,105
62794,56,176
62795,83,113
62796,155,70
62797,60,4
62798,141,94
62799,124,100
62800,167,13
62801,119,27
62802,88,135
62803,34,6
62804,77,6
62805,71,163
62806,149,105
62807,177,61
62808,114,56
62809,110,38
62810,126,58
62811,12,1
62812,125,85
62813,180,102
62814,136,91
62815,116,27
62816,111,121
62817,104,112
62818,166,43
62819,82,27
62820,139,111
62821,1,43
62822,178,13
62823,78,68
62824,177,90
62825,127,75
62826,141,89
62827,119,94
62828,130,104
62829,100,128
62830,43,165
62831,75,97
62832,99,104
62833,93,123
62834,102,120
62835,94,125
62836,114,125
62837,185,112
62838,173,77
62839,111,19
62840,174,85
62841,42,3
62842,112,39
62843,135,80
62844,183,103
62845,166,92
62846,1,9
62847,73,82
62848,112,119
62849,129,92
62850,177,114
62851,1,48
62852,93,20
62853,162,65
62854,184,105
62855,10,6
62856,175,116
62857,39,1
62858,98,135
62859,181,48
62860,122,98
62861,161,85
62862,103,28
62863,156,92
62864,121,69
62865,106,106
62866,97,114
62867,105,59
62868,173,188
62869,27,3
62870,94,129
62871,136,32
62872,154,71
62873,97,72
62874,114,123
62875,105,118
62876,168,78
62877,182,171
62878,194,26
62879,137,105
62880,144,112
62881,189,71
62882,36,155
62883,101,20
62884,183,67
62885,55,8
62886,150,102
62887,145,87
62888,85,136
62889,161,132
62890,113,80
62891,122,88
62892,105,22
62893,148,74
62894,189,55
62895,100,22
62896,68,103
62897,95,137
62898,156,144
62899,186,46
62900,163,58
62901,170,87
62902,92,21
62903,154,94
62904,42,165
62905,117,71
62906,122,66
62907,81,111
62908,36,3
62909,158,110
62910,146,116
62911,160,59
62912,150,74
62913,113,108
62914,50,174
62915,166,72
62916,127,83
62917,115,98
62918,132,129
62919,116,103
62920,177,15
62921,141,45
62922,89,20
62923,134,68
62924,123,87
62925,122,89
62926,111,84
62927,134,99
62928,122,47
62929,197,85
62930,68,182
62931,192,48
62932,161,158
62933,50,179
62934,90,134
62935,78,111
62936,124,46
62937,174,124
62938,140,85
62939,69,200
62940,131,79
62941,99,23
62942,11,21
62943,89,22
62944,145,86
62945,83,98
62946,146,93
62947,114,87
62948,116,136
62949,181,42
62950,84,157
62951,159,17
62952,130,65
62953,190,104
62954,121,96
62955,142,46
62956,168,124
62957,127,26
62958,85,21
62959,123,59
62960,133,71
62961,132,97
62962,103,93
62963,110,64
62964,104,114
62965,140,81
62966,119,72
62967,101,135
62968,96,128
62969,124,100
62970,146,114
62971,5,35
62972,146,78
62973,71,103
62974,200,38
62975,116,118
62976,96,129
62977,151,58
62978,155,92
62979,124,130
62980,42,175
62981,96,112
62982,199,38
62983,122,69
62984,154,47
62985,99,76
62986,155,69
62987,148,120
62988,148,94
62989,84,100
62990,194,32
62991,140,58
62992,118,128
62993,160,100
62994,87,119
62995,179,31
62996,190,184
62997,117,128
62998,74,175
62999,156,105
63000,76,126
63001,88,4
63002,164,58
63003,86,20
63004,93,118
63005,134,79
63006,163,137
63007,182,101
63008,107,64
63009,46,82
63010,157,84
63011,143,94
63012,95,127
63013,80,71
63014,188,103
63015,169,39
63016,141,106
63017,184,51
63018,62,175
63019,200,39
63020,86,17
63021,134,74
63022,133,98
63023,64,173
63024,144,109
63025,53,188
63026,166,67
63027,159,59
63028,127,81
63029,44,94
63030,121,88
63031,123,107
63032,126,98
63033,73,82
63034,181,69
63035,141,108
63036,78,80
63037,130,80
63038,149,78
63039,142,92
63040,177,78
63041,119,101
63042,181,90
63043,124,106
63044,140,73
63045,104,86
63046,161,57
63047,137,88
63048,141,111
63049,142,43
63050,124,65
63051,66,145
63052,177,55
63053,107,157
63054,166,124
63055,111,94
63056,138,26
63057,115,38
63058,135,101
63059,178,24
63060,78,106
63061,50,174
63062,51,5
63063,133,99
63064,76,99
63065,182,72
63066,175,31
63067,102,33
63068,180,193
63069,165,68
63070,94,131
63071,84,108
63072,131,100
63073,158,58
63074,112,35
63075,188,52
63076,52,176
63077,69,18
63078,99,117
63079,124,113
63080,171,76
63081,136,139
63082,190,82
63083,126,98
63084,91,134
63085,91,11
63086,177,29
63087,133,86
63088,115,6
63089,146,89
63090,103,119
63091,144,80
63092,92,95
63093,100,112
63094,100,104
63095,138,105
63096,198,97
63097,174,67
63098,145,79
63099,147,87
63100,157,109
63101,126,70
63102,116,140
63103,180,79
63104,185,53
63105,124,80
63106,193,25
63107,80,71
63108,118,96
63109,73,109
63110,19,116
63111,177,78
63112,121,71
63113,194,21
63114,186,54
63115,77,12
63116,102,103
63117,64,151
63118,149,76
63119,116,96
63120,125,128
63121,152,63
63122,123,69
63123,154,27
63124,112,115
63125,136,106
63126,118,5
63127,134,87
63128,127,67
63129,178,103
63130,166,77
63131,104,35
63132,58,1
63133,171,121
63134,84,22
63135,183,45
63136,144,69
63137,96,24
63138,109,120
63139,154,48
63140,137,105
63141,137,60
63142,148,82
63143,160,83
63144,105,33
63145,30,117
63146,192,48
63147,66,162
63148,121,81
63149,155,86
63150,160,67
63151,176,36
63152,134,87
63153,129,77
63154,46,1
63155,48,186
63156,123,69
63157,179,116
63158,150,65
63159,124,83
63160,151,77
63161,135,83
63162,115,95
63163,124,103
63164,189,40
63165,63,105
63166,93,128
63167,1,33
63168,134,96
63169,106,14
63170,153,106
63171,181,31
63172,165,15
63173,174,119
63174,148,68
63175,84,140
63176,78,79
63177,106,113
63178,157,74
63179,117,115
63180,110,80
63181,83,88
63182,142,115
63183,79,69
63184,187,61
63185,7,43
63186,45,4
63187,102,102
63188,132,106
63189,184,23
63190,45,176
63191,134,87
63192,112,121
63193,101,112
63194,122,94
63195,196,103
63196,126,138
63197,122,99
63198,187,106
63199,98,74
63200,135,62
63201,152,81
63202,134,98
63203,167,147
63204,187,30
63205,114,38
63206,124,77
63207,195,124
63208,101,100
63209,60,137
63210,91,112
63211,91,137
63212,88,107
63213,119,10
63214,116,81
63215,177,64
63216,99,72
63217,183,53
63218,152,13
63219,132,68
63220,115,31
63221,172,137
63222,97,23
63223,169,84
63224,136,49
63225,151,76
63226,83,136
63227,142,92
63228,138,82
63229,108,99
63230,174,24
63231,196,192
63232,93,74
63233,114,87
63234,105,98
63235,115,86
63236,143,139
63237,150,74
63238,63,137
63239,175,53
63240,59,12
63241,2,36
63242,40,196
63243,155,43
63244,174,190
63245,74,113
63246,86,8
63247,182,68
63248,132,29
63249,132,74
63250,139,63
63251,47,192
63252,155,74
63253,121,40
63254,120,119
63255,171,120
63256,77,113
63257,171,65
63258,135,72
63259,187,49
63260,136,143
63261,96,111
63262,47,3
63263,80,86
63264,106,107
63265,147,96
63266,197,183
63267,56,183
63268,127,80
63269,115,98
63270,92,125
63271,68,11
63272,6,2
63273,183,53
63274,120,21
63275,102,79
63276,139,96
63277,95,106
63278,61,12
63279,130,97
63280,133,138
63281,65,175
63282,66,175
63283,116,94
63284,97,120
63285,154,71
63286,116,136
63287,136,67
63288,132,87
63289,89,88
63290,149,74
63291,116,96
63292,47,4
63293,197,167
63294,76,126
63295,136,115
63296,172,27
63297,182,43
63298,146,90
63299,153,61
63300,118,73
63301,40,157
63302,125,70
63303,141,70
63304,199,57
63305,112,86
63306,180,101
63307,156,114
63308,81,85
63309,195,87
63310,104,118
63311,74,96
63312,156,83
63313,158,106
63314,126,80
63315,168,124
63316,165,42
63317,143,96
63318,110,117
63319,133,64
63320,115,37
63321,171,48
63322,160,126
63323,190,55
63324,138,91
63325,103,23
63326,191,182
63327,140,65
63328,99,91
63329,170,124
63330,129,99
63331,117,73
63332,14,4
63333,36,200
63334,149,55
63335,122,99
63336,126,78
63337,69,168
63338,163,41
63339,162,94
63340,160,41
63341,129,73
63342,113,89
63343,191,13
63344,109,84
63345,85,107
63346,134,74
63347,152,94
63348,169,58
63349,133,92
63350,152,54
63351,104,3
63352,147,91
63353,172,149
63354,103,5
63355,60,104
63356,103,29
63357,95,92
63358,144,75
63359,2,7
63360,183,55
63361,174,83
63362,175,59
63363,136,78
63364,144,88
63365,105,138
63366,186,107
63367,182,160
63368,176,69
63369,173,26
63370,142,57
63371,180,38
63372,131,82
63373,131,105
63374,199,57
63375,132,84
63376,121,113
63377,182,39
63378,129,75
63379,99,26
63380,138,100
63381,116,99
63382,88,83
63383,86,24
63384,72,133
63385,51,176
63386,132,77
63387,89,94
63388,129,81
63389,107,132
63390,41,188
63391,164,22
63392,156,74
63393,125,106
63394,94,137
63395,132,90
63396,91,133
63397,111,70
63398,145,86
63399,89,97
63400,114,92
63401,142,117
63402,114,1
63403,191,11
63404,113,31
63405,113,94
63406,174,53
63407,174,41
63408,126,123
63409,139,106
63410,166,42
63411,195,129
63412,83,157
63413,113,84
63414,126,69
63415,182,57
63416,119,77
63417,94,24
63418,135,81
63419,128,74
63420,148,90
63421,4,44
63422,149,50
63423,97,110
63424,160,62
63425,146,98
63426,130,1
63427,113,94
63428,72,113
63429,41,2
63430,114,95
63431,73,134
63432,183,39
63433,77,97
63434,124,74
63435,102,119
63436,110,19
63437,130,84
63438,125,99
63439,178,3
63440,138,55
63441,119,138
63442,74,18
63443,124,100
63444,125,99
63445,142,98
63446,122,89
63447,108,12
63448,129,86
63449,125,70
63450,99,82
63451,91,128
63452,151,76
63453,168,65
63454,179,113
63455,145,57
63456,124,83
63457,141,78
63458,141,92
63459,49,3
63460,107,67
63461,110,28
63462,44,179
63463,67,114
63464,147,123
63465,52,183
63466,82,126
63467,127,69
63468,110,36
63469,10,16
63470,57,175
63471,100,23
63472,136,89
63473,140,93
63474,124,76
63475,180,63
63476,40,95
63477,120,100
63478,60,136
63479,70,186
63480,118,79
63481,74,5
63482,94,24
63483,80,124
63484,95,126
63485,131,137
63486,131,91
63487,51,2
63488,199,115
63489,163,132
63490,146,74
63491,180,44
63492,106,126
63493,94,82
63494,128,78
63495,199,190
63496,121,92
63497,85,158
63498,119,103
63499,146,62
63500,69,173
63501,141,102
63502,92,26
63503,196,35
63504,84,112
63505,159,76
63506,186,96
63507,132,88
63508,110,121
63509,135,76
63510,102,101
63511,54,179
63512,154,108
63513,177,92
63514,67,111
63515,111,114
63516,175,31
63517,178,60
63518,136,84
63519,129,92
63520,80,28
63521,94,24
63522,146,90
63523,159,113
